id,category,ja_name,en_name,price,style,primary_hex,secondary_hex,accent_hex,default_unlocked
violin,instruments,バイオリン,Violin,6,violin,#9E5A2E,#E0C99E,#3A2A1A,false
butterfly,insect,ちょうちょ,Butterfly,5,butterfly,#E06AA8,#F2C14E,#7A2A5A,false
beetle,insect,かぶとむし,Beetle,5,beetle,#5C3A1A,#9E7B4A,#2A1A0A,false
ladybug,insect,てんとうむし,Ladybug,4,ladybug,#E0322E,#3A2A2A,#1A1212,false
bee,insect,はち,Bee,5,bee,#F2C03C,#3A3026,#2A2018,false
ant,insect,あり,Ant,4,ant,#7A4329,#9E5A3A,#3A2018,false
trex,dinosaur,ティラノサウルス,T-Rex,6,trex,#5FA06B,#8AC77A,#3A6B4A,false
triceratops,dinosaur,トリケラトプス,Triceratops,6,triceratops,#7AA0C7,#C7DCE8,#3A5A7A,false
stegosaurus,dinosaur,ステゴサウルス,Stegosaurus,6,stegosaurus,#9E7BC7,#C7A6E0,#5A3A7A,false
brachiosaurus,dinosaur,ブラキオサウルス,Brachiosaurus,6,brachiosaurus,#5FA0A0,#8AC7C7,#3A6B6B,false
pteranodon,dinosaur,プテラノドン,Pteranodon,6,pteranodon,#E0883C,#F2C14E,#9E5A1F,false
astronaut,space,うちゅうひこうし,Astronaut,6,astronaut,#F2F2F2,#5B86C7,#3A4656,false
ufo,space,ユーフォー,UFO,5,ufo,#8FA0B2,#9AE0C7,#3A4656,false
saturn,space,どせい,Saturn,6,saturn,#E0B43C,#FFE89E,#C79A3C,false
moon,space,つき,Moon,4,moon,#E0E0E8,#C7C7D0,#9AA0A6,false
alien,space,うちゅうじん,Alien,5,alien,#7AC77A,#5FA06B,#2A4A2A,false
spacerocket,space,ロケット,Rocket,5,rocket,#C74CB8,#FAE6FF,#F58C1A,false
